"","x"
"1739"," Pierre Deheunynck"
"1740"," Pierre Mongin"
"1741"," Ross McInnes"
"1742"," Shankar Krishnamoorthy"
"1743"," Wilfrid Petrie"
"1744"," Yves Le Gelard"
"1745"," Alison Wilcox"
"1746"," Allison Kirkby"
"1747"," Bas Burger"
"1748"," Cathryn Ross"
"1749"," Clive Selley"
"1750"," Ed Petter"
"1751"," Gerard (Gerry) McQuade"
"1752"," Howard Watson"
"1753"," Iain C. Conn"
"1754"," Ian Michael Cheshire"
"1755"," Isabel F. Hudson"
"1756"," Jan Du Plessis"
"1757"," Marc Allera"
"1758"," Matthew Key"
"1759"," Michael (Mike) Derek Vaughan Rake"
"1760"," Michael (Mike) James Inglis"
"1761"," Michael Sherman"
"1762"," Philip Jansen"
"1763"," Rachel Canham"
"1764"," Sabine Chalmers"
"1765"," Sara V. Weller"
"1766"," Simon Jonathan Lowth"
"1767"," Bertrand Austruy"
"1768"," Bettina Theissig"
"1769"," Emmanuel Faber"
"1770"," Francisco Camacho"
"1771"," Franck Riboud"
"1772"," Frederic Boutebba"
"1773"," Gregg L. Engles"
"1774"," Guido Barilla"
"1775"," Henri Bruxelles"
"1776"," Isabelle Seillier"
"1777"," Lionel Zinsou-Derlin"
"1778"," Michel Landel"
"1779"," Nigyar Makhmudova"
"1780"," Serpil Timuray"
"1781"," Veronique Penchienati-Bosetta"
"1782"," Virginia A. Stallings"
"1783"," Alexis Yvan Nicolas Vovk"
"1784"," Arnaud Breuillac"
"1785"," Bernard Pinatel"
"1786"," Christine Renaud"
"1787"," Jean Lemierre"
"1788"," Jean-Pierre Sbraire"
"1789"," Ladislas Paszkiewicz"
"1790"," Lise Croteau"
"1791"," Maria van der Hoeven"
"1792"," Marie-Christine Coisne-Roquette"
"1793"," Mark Cutifani Ph.D."
"1794"," Namita Shah"
"1795"," Patrick Artus"
"1796"," Patrick de la Chevardiere"
"1797"," Philippe Sauquet"
"1798"," Valerie Della Puppa Tibi"
"1799"," Andrea Fuder"
"1800"," Bruno Blin"
"1801"," Carl-Henric Svanberg"
"1802"," Diana Niu"
"1803"," Eckhard Cordes Ph.D."
"1804"," Eric A. Elzvik"
"1805"," Hanne De Mora"
"1806"," Helena Stjernholm"
"1807"," James (Jim) W. Griffith"
"1808"," Jan Gurander"
"1809"," Jan Ohlsson"
"1810"," Jan Ytterberg"
"1811"," Joachim Rosenberg"
"1812"," Kathryn (Kathy) V. Marinello"
"1813"," Kina Wileke"
"1814"," Lars Ask"
"1815"," Lars Stenqvist"
"1816"," Marcio Pedroso"
"1817"," Martin Linder"
"1818"," Martin Lundstedt"
"1819"," Martin Weissburg"
"1820"," Mats Henning"
"1821"," Melker Jernberg"
"1822"," Mikael Sallstrom"
"1823"," Roger Alm"
"1824"," Satoru Takeuchi"
"1825"," Scott Rafkin"
"1826"," Sofia Frandberg"
"1827"," Staffan Zackrisson"
"1828"," Alan J. Main Ph.D."
"1829"," Bernard Charles"
"1830"," Carole Piwnica"
"1831"," Caroline Luscombe"
"1832"," Carsten Hellmann"
"1833"," Christophe Babule"
"1834"," Claudie Haignere"
"1835"," David Loew"
"1836"," David P. Meeker M.D."
"1837"," Diane Souza"
"1838"," Dominique Carouge"
"1839"," Elias Zerhouni M.D."
"1840"," Fabienne Lecorvaisier"
"1841"," George Grofik"
"1842"," Jean-Rene Fourtou"
"1843"," John C. Reed M.D., Ph.D."
"1844"," Karen Linehan"
"1845"," Kathleen Tregoning"
"1846"," Laurent Attal"
"1847"," Melanie Lee"
"1848"," Muzammil Mansuri Ph.D."
"1849"," Olivier Brandicourt M.D."
"1850"," Olivier Charmeil"
"1851"," Patrick Kron"
"1852"," Paul Hudson"
"1853"," Philippe Luscan"
"1854"," Roberto Pucci"
"1855"," Serge Weinberg"
"1856"," Suet-Fern Lee"
"1857"," Suresh Kumar"
"1858"," Thomas Suedhof"
"1859"," William (Bill) J. Sibold"
"1860"," Amanda Mellor"
"1861"," Andrew (Andy) Nigel Halford"
"1862"," Benjamin (Ben) Hung"
"1863"," Carlson Tong"
"1864"," David Fein"
"1865"," David Philbrick Conner"
"1866"," David Tang"
"1867"," David Whiteing"
"1868"," Doris Honold"
"1869"," Gay Huey Evans OBE"
"1870"," John Wilfred Peace"
"1871"," Jose Vinals"
"1872"," Judy Hsu"
"1873"," Mark Smith"
"1874"," Michael Gorriz"
"1875"," Naguib Kheraj"
"1876"," Ngozi Okonjo-Iweala"
"1877"," Phil Rivett"
"1878"," Simon Nigel Cooper"
"1879"," Sunil Kaushal"
"1880"," Tracey McDermott CBE"
"1881"," Tracy Clarke"
"1882"," William (Bill) Thomas Winters CBE"
"1883"," Andre Wyss"
"1884"," Andreas von Planta Ph.D."
"1885"," Bridgette P. Heller"
"1886"," Charles L. Sawyers M.D."
"1887"," Charlotte Pamer-Wieser Ph.D."
"1888"," Daniel L. Vasella M.D."
"1889"," Dimitri Azar M.D."
"1890"," Elizabeth (Liz) A. Barrett"
"1891"," Elizabeth (Liz) Doherty"
"1892"," Enrico (Henri) Vanni Ph.D."
"1893"," Francesco Balestrieri"
"1894"," Frans van Houten"
"1895"," Harry Kirsch"
"1896"," James Bradner M.D."
"1897"," Joerg Reinhardt Ph.D."
"1898"," Klaus Moosmayer Ph.D."
"1899"," Marie-France Tschudin"
"1900"," Nancy C. Andrews M.D., Ph.D."
"1901"," Pierre Landolt Ph.D."
"1902"," Richard Saynor"
"1903"," Shannon Thyme Klinger"
"1904"," Simon E. Moroney Ph.D."
"1905"," Srikant M. Datar Ph.D."
"1906"," Steven Baert"
"1907"," Ton Buechner"
"1908"," Vasant Narasimhan M.D."
"1909"," Andrew (Andy) Thomas Higginson"
"1910"," Andy Atkinson"
"1911"," Belinda Richards"
"1912"," Clare Grainger"
"1913"," David Lepley"
"1914"," David T. Potts"
"1915"," Gary Mills"
"1916"," Jonathan Burke"
"1917"," Kevin Havelock"
"1918"," Mark Amsden"
"1919"," Michael Gleeson"
"1920"," Paula Anne Vennells CBE"
"1921"," Richard Colin Neil Davidson CBE"
"1922"," Rooney Anand"
"1923"," Tony C A Van Kralingen"
"1924"," Trevor Strain"
"1925"," Barry French"
"1926"," Basil Alwan"
"1927"," Bhaskar M. Gorti"
"1928"," Bruce Brown"
"1929"," Carla M.S. Smits-Nusteling"
"1930"," Edward (Ed) R. Kozel"
"1931"," Elizabeth A. Nelson"
"1932"," Federico Guillen"
"1933"," Gabriela Styf Sjoman"
"1934"," Jeanette Horan"
"1935"," Jenni Lukander"
"1936"," Kari Henrik Stadigh"
"1937"," Marc Rouanne Ph.D."
"1938"," Marco Wiren"
"1939"," Marcus Weldon"
"1940"," Nassib Abou-Khalil"
"1941"," Pekka Ilmari Lundmark"
"1942"," Raghav Sahgal"
"1943"," Ricky Corker"
"1944"," Risto Siilasmaa"
"1945"," Sandra Motley"
"1946"," Sanjay Goel"
"1947"," Soren Skou"
"1948"," Sri Reddy"
"1949"," Stephanie Werner"
"1950"," Tommi Uitto"
"1951"," Adrian Gregory"
"1952"," Alexandre Menais"
"1953"," Aminata Niane"
"1954"," Bertrand M.A. Meunier"
"1955"," Chad Harris"
"1956"," Colette Neuville"
"1957"," Elie Girard"
"1958"," Enguerrand de Ponteves"
"1959"," Eric Grall"
"1960"," Fares Louis"
"1961"," Francis Meston"
"1962"," Gilles Arditti"
"1963"," Herbert Leung"
"1964"," Ivan Lozano"
"1965"," Jean Fleming"
"1966"," Jean-Marie Simon"
"1967"," Jean-Philippe Poirault"
"1968"," Jo Debecker"
"1969"," Jon Pritchard"
"1970"," Kari Kupila"
"1971"," Lynn Sharp Paine"
"1972"," Marc Meyer"
"1973"," Nourdine Bihmane"
"1974"," Olivier Cuny"
"1975"," Patrick Adiba"
"1976"," Paul Peterson"
"1977"," Peter Pluim"
"1978"," Peter T. Jong"
"1979"," Philippe Mareine"
"1980"," Philippe Vannier"
"1981"," Sophie Proust"
"1982"," Thierry Breton"
"1983"," Ursula Morgenstern"
"1984"," Uwe Stelter"
"1985"," Valerie Bernis"
"1986"," Vernon Sankey"
"1987"," Vivek Badrinath"
"1988"," Arnaldo Perez"
"1989"," Arnold W. Donald"
"1990"," Brigett Potts"
"1991"," Chris Donald"
"1992"," David Bernstein"
"1993"," Gerry Ellis"
"1994"," H Jordan Weitz"
"1995"," Helen Deeble"
"1996"," Jason Glen Cahilly"
"1997"," Jerry Montgomery"
"1998"," John Parker"
"1999"," Jonathon Band"
"2000"," Josh Leibowitz"
"2001"," Julia M. Brown"
"2002"," Katie Lahey"
"2003"," Kelly W. Clark"
"2004"," Laura A. Weil"
"2005"," Michael Olaf Thamm"
"2006"," Micky Meir Arison"
"2007"," Peter C. Anderson"
"2008"," Randall J. Weisenburger"
"2009"," Richard J. Glasier"
"2010"," Roger Frizzell"
"2011"," Sandra Rowlett"
"2012"," Stein Kruse"
"2013"," Stuart A. Subotnick"
"2014"," Tara Russell"
"2015"," William R. Burke"
"2016"," Alexandra Soto"
"2017"," Andrea Euenheim"
"2018"," Angela Pilkmann"
"2019"," Angelika Will"
"2020"," Christian Baier"
"2021"," Edgar Ernst"
"2022"," Eric Poirier"
"2023"," Eva-Lotta Sjostedt"
"2024"," Fredy Raas"
"2025"," Gwyn Burr"
"2026"," Hans-Juergen Schinzler"
"2027"," Herbert Bolliger"
"2028"," Juergen Bernard Steinemann"
"2029"," Juergen Fitschen"
"2030"," Juergen Schulz"
"2031"," Karin Dohm"
"2032"," Liliana Solomon"
"2033"," Manfred Wirsch"
"2034"," Marco Arcelli"
"2035"," Mark Frese"
"2036"," Michael Heider"
"2037"," Olaf G. Koch"
"2038"," Peter Kuepfer"
"2039"," Pieter A. Haas"
"2040"," Rafael Gasset"
"2041"," Rainer Kuschewski"
"2042"," Silke Zimmer"
"2043"," Stefanie Blaser"
"2044"," Susanne Meister"
"2045"," Thomas Dommel"
"2046"," Ulrich Dalibor"
"2047"," Werner Klockhaus"
"2048"," Xaver Schiller"
"2049"," Anne M. Busquet"
"2050"," Arthur De Haast"
"2051"," Claire M. Bennett"
"2052"," Dale F. Morrison"
"2053"," Elie Maalouf"
"2054"," George Turner"
"2055"," Gillian (Jill) Clare McDonald"
"2056"," Ian Dyson"
"2057"," Jolyon Warren Lewis Bulley"
"2058"," Keith Barr"
"2059"," Kenneth Macpherson"
"2060"," Luke Mayhew"
"2061"," Malina Ngai"
"2062"," Nicolette Henfrey"
"2063"," Patrick Jean Pierre Cescau"
"2064"," Paul Edgecliffe-Johnson"
"2065"," Ranjay Radhakrishnan"
"2066"," Yasmin Diamond"
"2067"," Andrea J. Goldsmith Ph.D."
"2068"," Bradley E. Lerman"
"2069"," Carol A. Surface"
"2070"," Craig Arnold"
"2071"," Denise M. O'Leary"
"2072"," Elizabeth G. Nabel M.D."
"2073"," Geoffrey (Geoff) S. Martha"
"2074"," Hooman C. Hakami"
"2075"," James T. Lenehan"
"2076"," Karen L. Parkhill"
"2077"," Kendall (Ken) J. Powell"
"2078"," Michael J. Coyle"
"2079"," Michael O. Leavitt"
"2080"," Omar Syed Ishrak"
"2081"," Randall J. Hogan III"
"2082"," Richard (Rick) E. Kuntz M.D."
"2083"," Richard H. Anderson"
"2084"," Robert (Bob) J. White"
"2085"," Robert ten Hoedt"
"2086"," Sally Saba M.D."
"2087"," Scott C. Donnelly"
"2088"," April Miller Boise"
"2089"," Brian S. Brickhouse"
"2090"," Christopher (Chris) M. Connor"
"2091"," Deborah Lee McCoy"
"2092"," Dorothy C. Thompson CBE"
"2093"," Ernest Marshall Jr."
"2094"," Gerald B. Smith"
"2095"," Gregory (Greg) R. Page"
"2096"," Heath B. Monesmith"
"2097"," Joao V. Faria"
"2098"," Ken D. Semelsberger"
"2099"," Michael J. Critelli"
"2100"," Nandakumar Cheruvatath"
"2101"," Olivier Leonetti"
"2102"," Paulo Ruiz Sternadt"
"2103"," Richard H. Fearon J.D."
"2104"," Sandra Pianalto"
"2105"," Silvio Napoli"
"2106"," Uday Yadav"
"2107"," Alan Hippe"
"2108"," Andre S. Hoffmann"
"2109"," Andreas Oeri M.D."
"2110"," Anita Hauser"
"2111"," Barbara Schaedler"
"2112"," Bernard J. Poussot"
"2113"," Christoph Franz"
"2114"," Claudia Boeckstiegel"
"2115"," Claudia Suessmuth Dyckerhoff"
"2116"," Cristina A. Wilbur"
"2117"," Daniel O'Day"
"2118"," Fritz Gerber"
"2119"," James H. Sabry M.D., Ph.D."
"2120"," Joerg Duschmale"
"2121"," Julie Brown"
"2122"," Michael David Varney Ph.D."
"2123"," Michael Heuer"
"2124"," Patrick Frost"
"2125"," Per-Olof Attinger"
"2126"," Richard P. Lifton"
"2127"," Severin Schwan"
"2128"," Stephan Feldhaus"
"2129"," Thomas Schinecker"
"2130"," Urs Jaisli"
"2131"," William (Bill) N. Anderson"
"2132"," William Pao"
"2133"," Agnes Touraine"
"2134"," Amaury de Seze"
"2135"," Antoinette d'Aspremont Lynden"
"2136"," Cedric Frere"
"2137"," Colin M. Hall"
"2138"," Gerald Frere"
"2139"," Ian Gallienne"
"2140"," Jocelyn Lefebvre"
"2141"," Laurence Danon Arnaud"
"2142"," Marie Polet"
"2143"," Martine G. Verluyten"
"2144"," Paul Desmarais III"
"2145"," Paul Desmarais Jr."
"2146"," Priscilla Maters"
"2147"," Segolene Gallienne"
"2148"," Victor Delloye"
"2149"," William Blomme"
"2150"," Xavier Le Clef"
"2151"," Adaire Fox-Martin"
"2152"," Aicha Evans"
"2153"," Bernard Liautaud"
"2154"," Christa Vergien-Knopf"
"2155"," Christian Klein"
"2156"," Christine Regitz"
"2157"," Diane B. Greene"
"2158"," Friederike Rotsch"
"2159"," Gerhard Oswald"
"2160"," Gesche Joost"
"2161"," Gunnar Wiedenfels Ph.D."
"2162"," Hasso Plattner"
"2163"," Heike Steck"
"2164"," James Wright"
"2165"," Jennifer Morgan"
"2166"," Juergen Mueller"
"2167"," Lars Lamade"
"2168"," Luka Mucic"
"2169"," Margret Klein-Magar"
"2170"," Michael Kleinemeier"
"2171"," Monika Kovachka-Dimitrova"
"2172"," Panagiotis Bissiritsas"
"2173"," Pekka Ala-Pietila"
"2174"," Ralf Zeiger"
"2175"," Stefan Ries"
"2176"," Thomas Saueressig"
"2177"," Alberto Maria Pisani"
"2178"," Alfonso Guido"
"2179"," Andrea Sironi"
"2180"," Andrea Tamagnini"
"2181"," Bruno Picca"
"2182"," Carlo Messina"
"2183"," Claudio Testa"
"2184"," Daniele Zamboni"
"2185"," Davide Alfonsi"
"2186"," Edoardo Gaffeo"
"2187"," Francesca Cornelli"
"2188"," Franco Ceruti"
"2189"," Gian Maria Gros-Pietro"
"2190"," Giorgina Gallo"
"2191"," Giovanni Angelo Carlo Gilli"
"2192"," Giovanni Costa"
"2193"," Guglielmo Weber"
"2194"," Ignacio Jaquotot"
"2195"," Livia Pomodoro"
"2196"," Luciano Nebbia"
"2197"," Marco Elio Rottigni"
"2198"," Marco Mangiagalli"
"2199"," Maria Alessandra Stefanelli"
"2200"," Maria Mazzarella"
"2201"," Massimo Proverbio"
"2202"," Mauro Micillo"
"2203"," Milena Teresa Motta"
"2204"," Nicola Maria Fioravanti"
"2205"," Paola Angeletti"
"2206"," Paolo Andrea Colombo"
"2207"," Paolo Maria Vittorio Grandi"
"2208"," Raffaello Ruggieri"
"2209"," Rosella Locatelli"
"2210"," Saverio Perissinotto"
"2211"," Stefano Barrese"
"2212"," Stefano Del Punta"
"2213"," Stefano Lucchini"
"2214"," Tommaso Corcos"
"2215"," Abhijit (Abhi) Y. Talwalkar"
"2216"," Arvind Kaushal"
"2217"," Carol (John) Anthony Davidson CPA"
"2218"," Claudia Anderson"
"2219"," Daniel (Dan) J. Phelan"
"2220"," David M. Kerko"
"2221"," Davy Brown"
"2222"," Dawn C. Willoughby"
"2223"," Heath A. Mitts"
"2224"," Jeanne Quirk"
"2225"," Jimmy McDonald"
"2226"," Joan E. Wainwright"
"2227"," Joel Dubs"
"2228"," John S. Jenkins Jr."
"2229"," Joseph (Joe) B. Donahue"
"2230"," Joseph (Joe) F. Eckroth Jr."
"2231"," Kari Janavitz"
"2232"," Kevin N. Rock"
"2233"," Laura H. Wright"
"2234"," Lynn A. Dugle"
"2235"," Mario Calastri"
"2236"," Mark C. Trudeau"
"2237"," Nitin Mathur"
"2238"," Pierre Pierre Brondeau Ph.D."
"2239"," Pierre R. Brondeau Ph.D."
"2240"," Shad W. Kroeger"
"2241"," Steven T. Merkt"
"2242"," Terrence (Tom) R. Curtin"
"2243"," Thomas (Tom) J. Lynch"
"2244"," Timothy (Tim) J. Murphy"
"2245"," William Alan Jeffrey"
"2246"," Yong Nam"
"2247"," Anders Ripa"
"2248"," Arun Bansal"
"2249"," Asa Tamsons"
"2250"," Carl Mellander"
"2251"," Chris Houghton"
"2252"," E. Borje E. Ekholm"
"2253"," Erik Ekudden"
"2254"," Fadi Pharaon"
"2255"," Fredrik Jejdling"
"2256"," Jan Carlson"
"2257"," Jan Karlsson"
"2258"," Jon Fredrik Baksaas"
"2259"," Kristin S. Rinne"
"2260"," Kurt Jofs"
"2261"," Loredana Roslund"
"2262"," MajBritt Arfert"
"2263"," Mikael Lannqvist"
"2264"," Niklas Heuveldop"
"2265"," Nora M. Denzel"
"2266"," Nunzio Mirtillo"
"2267"," Pehr Claesson"
"2268"," Per Holmberg"
"2269"," Peter Laurin"
"2270"," Ronnie Leten"
"2271"," Stella Medlicott"
"2272"," Torbjorn Nyman"
"2273"," Xavier Dedullen"
"2274"," Bernard Delpit"
"2275"," Christian Streiff"
"2276"," Daniel Mazaltarim"
"2277"," Didier Domange"
"2278"," Fernanda Saraiva"
"2279"," Gerard Mardine"
"2280"," Helene Auriol Potier"
"2281"," Herve Chaillou"
"2282"," Jean-Lou Chameau"
"2283"," Monique Cohen"
"2284"," Patrick Pelata"
"2285"," Philippe Petitcolin"
"2286"," Sophie Zurquiyah"
"2287"," Vincent Imbert"
"2288"," B. N. Swire"
"2289"," Baroness Dunn"
"2290"," J. S. Swire"
"2291"," J. Wemyss"
"2292"," James Edward Hughes-Hallett"
"2293"," John Swire CBE"
"2294"," Merlin (Bingham) Swire"
"2295"," N. Adam H. Fenwick"
"2296"," Robert Barclay Woods"
"2297"," Ahmed Essam"
"2298"," Aldo Bisio"
"2299"," Antonio Coimbra"
"2300"," Crispin Henry Davis"
"2301"," Dame Clara H.F Furse"
"2302"," David Thodey"
"2303"," Gerard J. Kleisterlee"
"2304"," Hannes Ametsreiter"
"2305"," Joakim Reiter"
"2306"," Johan Wibergh"
"2307"," Leanne Wood"
"2308"," Margherita Della Valle"
"2309"," Michel Demare"
"2310"," Nicholas (Nick) Jonathan Read"
"2311"," Nicholas (Nick) Simon Jeffery"
"2312"," Renee J. James"
"2313"," Rosemary E. S. Martin"
"2314"," Sanjiv Ahuja CPA"
"2315"," Valerie (Val) Frances Gooding CBE"
"2316"," Vinod Kumar"
"2317"," Anik P. Michaud"
"2318"," Anne L. Stevens Ph.D."
"2319"," Anthony (Tony) O'Neill"
"2320"," Bruce A. Cleaver"
"2321"," Didier Charreton"
"2322"," Duncan Graham Wanblad"
"2323"," Hixonia Nyasulu"
"2324"," Ian R. Ashby"
"2325"," James (Jim) Edmund Rutherford"
"2326"," July Ndlovu"
"2327"," Marcelo Bastos"
"2328"," Nolitha Victoria Fakude"
"2329"," Nonkululeko (Nku) Merina Cheryl Nyembezi-Heita"
"2330"," Peter Graham Whitcutt"
"2331"," Richard G. Price"
"2332"," Ruben Fernandes"
"2333"," Seamus G. French"
"2334"," Stephen Thomas Pearce"
"2335"," Stuart J. Chambers"
"2336"," Themba Mkhwanazi"
"2337"," Wilfred (Bill) Theodoor Bruijn"
"2338"," Bernd Rose"
"2339"," Christian Sewing"
"2340"," Dagmar Valcarcel Ph.D."
"2341"," Detlef Polaschek"
"2342"," Frank Bsirske"
"2343"," Frank Kuhnke"
"2344"," Frank Strauss"
"2345"," Gabriele Platscher"
"2346"," Garth Ritchie"
"2347"," Gerhard Eschelbeck Ph.D."
"2348"," Henriette Mark"
"2349"," James von Moltke"
"2350"," Jan Duscheck"
"2351"," John Alexander Thain"
"2352"," Karl von Rohr"
"2353"," Kevin Francis Burke"
"2354"," Kimberly (Kim) L. Hammonds"
"2355"," Ludwig Blomeyer-Bartenstein"
"2356"," Martina Klee"
"2357"," Mayree Carroll Clark"
"2358"," Michele Louise Trogni"
"2359"," Sigmar Gabriel"
"2360"," Stefan Simon"
"2361"," Stephan Szukalski"
"2362"," Stuart Wilson Lewis"
"2363"," Sylvie Matherat"
"2364"," Timo Heider"
"2365"," Werner Steinmueller"
"2366"," Andreas Munch"
"2367"," Dieter Berninghaus"
"2368"," Fabrice Zumbrunnen"
"2369"," Joerg Zulauf"
"2370"," Walter Huber"
"2371"," Armelle Levieux"
"2372"," Brian Gilvary Ph.D."
"2373"," Diana Schillag"
"2374"," Emilie Mouren-Renouard"
"2375"," Francois Abrial"
"2376"," Francois Darchis"
"2377"," Francois Jackow"
"2378"," Genevieve Berger"
"2379"," Guy Salzgeber"
"2380"," Jean-Marc de Royere"
"2381"," Jean-Paul Agon"
"2382"," Karen L. Katen"
"2383"," Matthieu Giard"
"2384"," Michael (Mike) J. Graff"
"2385"," Pascal Vinet"
"2386"," Philippe Dubrulle"
"2387"," Pierre Dufour"
"2388"," Sin Leng Low"
"2389"," Susan Ellerbusch"
"2390"," Thierry Peugeot"
"2391"," Bruno Fankhauser"
"2392"," Christian Roedl"
"2393"," Elisabetta Castiglioni"
"2394"," Franz Spiess"
"2395"," Hans-Joachim Ziems"
"2396"," Inge Zellermaier"
"2397"," Ingrid Maria Jaegering"
"2398"," Janine Heide"
"2399"," Karl-Heinz Lach"
"2400"," Klaus Probst"
"2401"," Mark Dischner"
"2402"," Martin Stuettem"
"2403"," Regine Stachelhaus"
"2404"," Richard Paglia"
"2405"," Werner Lang"
"2406"," Wolfgang Dehen"
"2407"," Agatta Constantini"
"2408"," Angel Simon Grimaldos"
"2409"," Anne L. Lauvergeon"
"2410"," Bertrand Camus"
"2411"," Brigitte Taittinger-Jouyet"
"2412"," Christophe Cros"
"2413"," Delphine Ernotte Cunci"
"2414"," Diane Galbe"
"2415"," Enric Xavier Amiguet I Rovira"
"2416"," Francesco Caltagirone Jr."
"2417"," Frederique Raoult"
"2418"," Guillaume Thivolle"
"2419"," Isabelle Calvez"
"2420"," Isabelle Kocher"
"2421"," Jean-Marc Boursier"
"2422"," Julian D. Waldron"
"2423"," Marie-Ange Debon"
"2424"," Martha Crawford"
"2425"," Alexander Wolfgring"
"2426"," Andrea Maffezzoni"
"2427"," Aurelio Maccario"
"2428"," Beatriz Lara Bartolome"
"2429"," Carlo Appetiti"
"2430"," Carlo Vivaldi"
"2431"," Cesare Bisoni"
"2432"," Elena Carletti"
"2433"," Elena Zambon"
"2434"," Fabrizio Saccomanni"
"2435"," Finja Carolin Kutz"
"2436"," Francesca Tondi"
"2437"," Francesco Giordano"
"2438"," Gianfranco Bisagni"
"2439"," Gianni Franco Papa"
"2440"," Gianpaolo Alessandro"
"2441"," Jean Pierre Mustier"
"2442"," Lamberto Andreotti"
"2443"," Marco Bizzozero"
"2444"," Maria Pierdicchi"
"2445"," Marina Natale"
"2446"," Maurizio Beretta"
"2447"," Maximilian (Max) Hohenberg"
"2448"," Michael Diederich"
"2449"," Mirko Davide Georg Bianchi"
"2450"," Mohamed Hamad Ghanem Hamed Al Mehairi"
"2451"," Niccolo Ubertalli"
"2452"," Olivier Khayat"
"2453"," Paolo Cornetta"
"2454"," Richard Burton"
"2455"," Robert Zadrazil"
"2456"," Stefano Micossi"
"2457"," Stefano Porro"
"2458"," TJ Lim"
"2459"," Vincenzo Cariello"
"2460"," Wouter Devriendt"
"2461"," Alexandra Palt"
"2462"," Alexandre Popoff"
"2463"," Alexis Perakis-Valat"
"2464"," Ana Sofia Amaral"
"2465"," Barbara Lavernos"
"2466"," Belen Garijo"
"2467"," Bernard L. Kasriel"
"2468"," Brigitte Liberman"
"2469"," Eileen Naughton"
"2470"," Fabrice Megarbane"
"2471"," Francoise Bettencourt Meyers"
"2472"," Frederic Roze"
"2473"," Georges Liarokapis"
"2474"," Jean-Claude Legrand"
"2475"," Jean-Pierre Meyers"
"2476"," Jochen Zaumseil"
"2477"," Lucia Dumas Bezian"
"2478"," Nathalie Roos"
"2479"," Nicolas Hieronimus"
"2480"," Patrice Caine"
"2481"," Stephane Rinderknech"
"2482"," Vianney Derville"
"2483"," Virginie Sarah Sandrine Morgon"
"2484"," Bradley (Brad) Greve"
"2485"," Charles N. Woodburn Ph.D."
"2486"," Christopher (Chris) Montague Grigg"
"2487"," David B. Parkes"
"2488"," Elizabeth P.L. Corley CBE"
"2489"," Gary Barnes"
"2490"," Gerard (Jerry) J. DeMuro Jr."
"2491"," Ian Paul Tyler"
"2492"," Nicole Weyerhaeuser Piasecki"
"2493"," Paula Rosput Reynolds"
"2494"," Philip Nicholas Bramwell"
"2495"," Roger Carr"
"2496"," Thomas (Tom) Arseneault"
"2497"," Alistair Currie"
"2498"," Ashok V. Vaswani"
"2499"," Bob F. Hoyt"
"2500"," C. S. Venkatakrishnan"
"2501"," Crawford Gillies"
"2502"," Dawn Fitzpatrick"
"2503"," Diane L. Schueneman"
"2504"," James (Jes) E. Staley"
"2505"," Joe McGrath"
"2506"," Laura Padovani"
"2507"," Mark Ashton Rigby"
"2508"," Mary E. Francis"
"2509"," Matt Hammerstein"
"2510"," Michael (Mike) Ashley"
"2511"," Mohamed A. El-Erian"
"2512"," Nigel Higgins"
"2513"," Paul H. Compton"
"2514"," Stephen Dainton"
"2515"," Stephen Shapiro"
"2516"," Timothy (Tim) J. Breedon CBE"
"2517"," Tristram Roberts"
"2518"," Tushar Morzaria"
"2519"," Barbara (Barb) Jean Samardzich"
"2520"," Cathleen A. Ebacher"
"2521"," Douglas (Doug) G. Del Grosso"
"2522"," Frederick (Fritz) A. Henderson CPA"
"2523"," Gregory Scott Smith"
"2524"," Jeffrey M. Stafeil"
"2525"," Jose M. Gutierrez"
"2526"," Julie L. Bushman"
"2527"," Peter H. Carlin"
"2528"," Raymond (Ray) L. Conner"
"2529"," Richard A. Goodman Ph.D."
"2530"," Christa Schubert"
"2531"," Ernst Sindel"
"2532"," Gertrud Tippel-Kluth"
"2533"," Hans Reischl"
"2534"," Hellmut Patzelt"
"2535"," Karl-Gerhard Eick"
"2536"," Leo Herl"
"2537"," Manfred Balz"
"2538"," Manny Fontenla-Novoa"
"2539"," Marc Sommer"
"2540"," Margret Moenig-Raane"
"2541"," Peter Erb"
"2542"," Ruediger Andreas Guenther"
"2543"," Ruediger Merz"
"2544"," Stefan W Herzberg"
"2545"," Udo Behrenwaldt"
"2546"," Utho Creusen"
"2547"," Walter Strasheim-Weitz"
"2548"," Alexander (Alex) Rijn Wynaendts"
"2549"," Angus Clarke"
"2550"," Anne Brachet"
"2551"," Anne-Marie Couderc"
"2552"," Anne-Sophie Le Lay"
"2553"," Astrid Panosyan"
"2554"," Benjamin M. Smith"
"2555"," Bing Tang"
"2556"," Bram Graeber"
"2557"," Cees C. 't Hart"
"2558"," Franck Terner"
"2559"," Francois Robardet"
"2560"," Frederic Gagey"
"2561"," George N. Mattson"
"2562"," Hans N.J. Smits"
"2563"," Isabelle Bouillot"
"2564"," Isabelle Parize"
"2565"," Jaap de Hoop Scheffer"
"2566"," Janet Dekker"
"2567"," Jean-Christophe Lalanne"
"2568"," Jean-Dominique Comolli"
"2569"," Jian Wang"
"2570"," Karim Belabbas"
"2571"," Leni M.T. Boeren"
"2572"," Mathi Bouts"
"2573"," Nathalie F. Stubler"
"2574"," Patrick Alexandre"
"2575"," Patrick Pierre Nicolas Vieu"
"2576"," Paul Farges"
"2577"," Pieter D. Bootsma"
